"[run number]","r","step-size","num","rw-type","[step]","ticks-till-border","max-diff-msd","mean-displacement"
"321","1","1","195","deterministic","2369","115","12.19469862941088","11.64420118131894"
"319","1","1","190","deterministic","2573","102","14.898573196700212","6.910987530938277"
"322","1","1","195","deterministic","2368","101","11.918688450011842","20.459437087249125"
"323","1","1","195","deterministic","2324","146","16.518264175857222","7.656695175098097"
"318","1","1","190","deterministic","3548","111","14.051183341649564","11.609812779632922"
"324","1","1","195","deterministic","2369","461","53.22245499037207","7.545019870390662"
"326","1","1","200","deterministic","2517","107","12.158691290214652","13.259874830708059"
"325","1","1","200","deterministic","2517","106","9.93068982691783","8.120393583722347"
"327","1","1","200","deterministic","2554","445","51.76366612979024","7.962142410286161"
"328","1","1","200","deterministic","2354","117","14.39992742937264","5.289200084667081"
"329","1","1","205","deterministic","2438","111","12.300716881006485","8.435517292144173"
"330","1","1","205","deterministic","2184","104","10.214784586168813","12.006421072249276"
"331","1","1","205","deterministic","2196","130","13.55987281293173","5.195383744336328"
"332","1","1","205","deterministic","2556","127","13.094188386234693","16.072125588069632"
"334","1","1","210","deterministic","2109","113","12.290851698583687","5.316423750108563"
"333","1","1","210","deterministic","2739","131","12.245701410558935","9.838077922273667"
"337","1","1","215","deterministic","1971","116","10.921266636647577","5.146224373900631"
"336","1","1","210","deterministic","2108","117","11.848184176603988","13.336524142453596"
"335","1","1","210","deterministic","2396","116","10.176325479492565","24.11629204158894"
"338","1","1","215","deterministic","2289","101","11.833865168627575","14.225277889233274"
"340","1","1","215","deterministic","2220","102","10.179143157974682","14.15142405079793"
"339","1","1","215","deterministic","2473","101","13.041842041202589","22.22902221674238"
"342","1","1","220","deterministic","2059","139","14.57174226796059","24.657431234680985"
"343","1","1","220","deterministic","2294","133","12.752544000388799","24.77861852491198"
"341","1","1","220","deterministic","2940","115","11.59311235227305","33.096805362166776"
"344","1","1","220","deterministic","2197","104","11.779652364991142","15.541162215837861"
"345","1","1","225","deterministic","2212","115","14.111271707741157","6.965987774936715"
"346","1","1","225","deterministic","2298","102","10.988235934469436","8.667691066639035"
"347","1","1","225","deterministic","2286","101","12.480142465474323","10.109293556343609"
"349","1","1","230","deterministic","1916","104","10.029788829124529","17.23475789373572"
"350","1","1","230","deterministic","1995","117","14.823713114558226","12.05162261974739"
"351","1","1","230","deterministic","2323","146","14.415322259585324","11.911229621976585"
"348","1","1","225","deterministic","2415","123","12.726426811426954","3.764398569047848"
"353","1","1","235","deterministic","2050","102","10.44243481779409","13.471762727909562"
"352","1","1","230","deterministic","2221","120","12.039630422014616","23.965365311029814"
"354","1","1","235","deterministic","2313","101","10.46714142684495","16.45419236521624"
"355","1","1","235","deterministic","2173","167","17.036801637395463","13.67891778729646"
"356","1","1","235","deterministic","2319","441","50.87680664436671","8.344553659386797"
"359","1","1","240","deterministic","2050","102","11.070947994521298","13.165762064406461"
"357","1","1","240","deterministic","2375","115","11.821986171366738","9.85622544109426"
"358","1","1","240","deterministic","2382","120","11.821314991456715","17.274475108081095"
"361","1","1","245","deterministic","2178","115","12.455607902235005","5.951096974318011"
"360","1","1","240","deterministic","2092","103","11.632812388302067","14.629430681063985"
"362","1","1","245","deterministic","2000","101","10.937409750068753","13.017207606560289"
"363","1","1","245","deterministic","2128","133","12.834832022194707","13.574436920596954"
"364","1","1","245","deterministic","1938","111","15.179116237757876","10.340690732011184"
"365","1","1","250","deterministic","2344","472","55.55787007418566","28.86562253542684"
"366","1","1","250","deterministic","1875","401","45.390415801019614","14.675252317451287"
"367","1","1","250","deterministic","2277","115","11.698434028508409","8.891284112684014"
"368","1","1","250","deterministic","1962","110","11.898693442129721","14.160788169679359"
"369","1","1","255","deterministic","1886","103","12.063839964664727","19.710229753200807"
"370","1","1","255","deterministic","2297","105","12.231957673346074","6.523227222711954"
"371","1","1","255","deterministic","2146","117","12.269959345319021","13.803742484709398"
"372","1","1","255","deterministic","2082","101","11.283764875382705","10.799161767591164"
"374","1","1","260","deterministic","1896","115","13.14954714972081","36.55032612613058"
"373","1","1","260","deterministic","1903","120","15.356249268336283","15.119641676252382"
"375","1","1","260","deterministic","1946","414","47.36289838544316","19.42885769763909"
"378","1","1","265","deterministic","1900","102","11.291901816916642","13.48306924219338"
"379","1","1","265","deterministic","1863","106","10.998348549255349","14.531206214465547"
"377","1","1","265","deterministic","2444","152","14.817101404015512","27.44932036184856"
"380","1","1","265","deterministic","2020","113","12.803884925023794","7.721196855760316"
"376","1","1","260","deterministic","2312","115","11.008218198636222","20.946605723116743"
"381","1","1","270","deterministic","2045","101","12.874522805885757","10.558208486291463"
"382","1","1","270","deterministic","1927","104","10.945857708721688","5.818320308677263"
"383","1","1","270","deterministic","1813","137","12.98593487433001","16.56008222241906"
"384","1","1","270","deterministic","1865","120","13.355194602044781","15.598140348434674"
"385","1","1","275","deterministic","2042","101","12.083651326781453","8.892364506116845"
"387","1","1","275","deterministic","1966","104","10.185222048279106","7.717886602342702"
"386","1","1","275","deterministic","2280","409","46.30558877169903","33.383577898469945"
"391","1","1","280","deterministic","1805","132","13.479651288509997","11.853921295696157"
"389","1","1","280","deterministic","1893","119","12.89783383308703","12.808926182892652"
"390","1","1","280","deterministic","1915","113","14.105061899938477","15.580125410881658"
"392","1","1","280","deterministic","1971","115","10.448108181604539","9.93452929943156"
"393","1","1","285","deterministic","2073","105","11.81128712241243","35.74183747884072"
"388","1","1","275","deterministic","2923","102","10.447992565956518","19.12174914440228"
"395","1","1","285","deterministic","1907","102","11.633150903356736","17.135193167805447"
"394","1","1","285","deterministic","2104","125","15.066119483820296","6.3981339067763185"
"396","1","1","285","deterministic","1878","101","9.738302581729709","7.717752424724268"
"397","1","1","290","deterministic","1869","101","11.07143159633749","6.948895109268762"
"399","1","1","290","deterministic","1902","118","12.485510492544025","14.267226416349994"
"398","1","1","290","deterministic","1958","122","12.144626475236635","11.970917868263706"
"400","1","1","290","deterministic","1882","121","11.200772927895239","19.77971840183162"
"401","1","1","295","deterministic","2072","104","13.789756761993162","19.9598457650688"
"402","1","1","295","deterministic","1976","107","12.035431951904151","11.538294984881698"
"404","1","1","295","deterministic","1501","101","11.22431575671553","14.212711507083926"
"403","1","1","295","deterministic","1879","117","12.26495484186278","11.146766626890377"
"405","1","1","300","deterministic","1920","103","11.574069192084256","9.241952097608038"
"406","1","1","300","deterministic","1888","101","13.655093044013046","8.92850353345811"
"407","1","1","300","deterministic","1872","128","13.188295358508348","17.056424483491103"
"408","1","1","300","deterministic","1615","126","12.32337852136202","23.474621392284632"
"411","4","1","50","deterministic","22595","107","8.186460720510812","6.655950429593981"
"410","4","1","50","deterministic","28103","2416","5.984662411198222","5.98160755486166"
"409","4","1","50","deterministic","33524","2737","5.523939844578933","6.1940542712043545"
"412","4","1","50","deterministic","36010","2116","2.6190422482767666","6.611112196105707"
"414","4","1","55","deterministic","25062","1860","5.138377111945395","6.64876239473454"
"417","4","1","60","deterministic","20387","101","10.160017507859141","7.239822674348009"
"415","4","1","55","deterministic","28204","1564","5.407599655088518","6.938669097662609"
"416","4","1","55","deterministic","30276","2022","4.354936102789338","6.811436503428856"
"418","4","1","60","deterministic","26245","2419","5.13124819685396","6.839169137102318"
"420","4","1","60","deterministic","26960","106","6.78709318604726","7.194188183543327"
"419","4","1","60","deterministic","26682","3506","4.906870477061037","7.040386894494034"
"421","4","1","65","deterministic","24365","1777","6.252985713748359","7.269985541815323"
"422","4","1","65","deterministic","27667","101","5.516927618153604","6.88661666153445"
"413","4","1","55","deterministic","37029","2649","8.509761997774532","6.559070490265875"
"423","4","1","65","deterministic","25800","2624","6.159114239539065","7.426731735135536"
"425","4","1","70","deterministic","24088","1306","2.6958463976562363","7.5252325354764675"
"424","4","1","65","deterministic","22351","101","5.823099205586924","6.769421816674935"
"428","4","1","70","deterministic","22268","1072","2.097025512950303","7.413892571798827"
"429","4","1","75","deterministic","27317","2379","7.127100202129611","7.334877155124455"
"427","4","1","70","deterministic","26176","2415","6.872095045074488","7.50132416844925"
"430","4","1","75","deterministic","22184","126","7.290080858442458","7.683639956382997"
"426","4","1","70","deterministic","25902","2025","4.433408238195788","7.142733998666594"
"431","4","1","75","deterministic","31115","1718","5.951376789575942","7.4244442507616775"
"432","4","1","75","deterministic","25758","1707","3.6752071681894805","7.842904300627277"
"435","4","1","80","deterministic","21020","1071","2.968150634174812","7.8399029415457795"
"436","4","1","80","deterministic","19307","106","4.508775302470937","8.166807660915993"
"433","4","1","80","deterministic","21704","101","8.657218054147176","8.369212211696787"
"437","4","1","85","deterministic","20819","1717","3.9270037299536256","8.214137901347561"
"438","4","1","85","deterministic","19764","1072","3.7214575074868996","8.26648845772227"
"439","4","1","85","deterministic","25875","125","5.774904069791649","7.688618064397759"
"434","4","1","80","deterministic","28967","2773","4.946837756224511","8.642210976008633"
"441","4","1","90","deterministic","21655","103","7.7013811926928","6.453460665526691"
"442","4","1","90","deterministic","20952","107","4.169800975302685","9.016886429124527"
"440","4","1","85","deterministic","22066","108","5.014351279643456","8.564780109385561"
"443","4","1","90","deterministic","18640","1569","2.3263119453352203","8.462954480835865"
"444","4","1","90","deterministic","20349","2021","4.238879604436548","8.208867368890047"
"445","4","1","95","deterministic","17369","2383","3.697959970541195","9.040216946855928"
"448","4","1","95","deterministic","16343","114","5.638622815243529","9.185842290643617"
"449","4","1","100","deterministic","16106","1718","3.9155160491412246","8.542245595546293"
"447","4","1","95","deterministic","21320","1766","3.421334804890062","8.522525293369485"
"446","4","1","95","deterministic","21331","1569","2.83570848922054","9.225283648618655"
"451","4","1","100","deterministic","18888","2121","5.506046497588301","9.389406974834458"
"452","4","1","100","deterministic","16108","117","8.780617303715042","9.406242311762472"
"450","4","1","100","deterministic","21772","120","5.666978429930763","9.542170524460401"
"454","4","1","105","deterministic","17836","1717","4.160943712419488","9.264109535311064"
"453","4","1","105","deterministic","18078","107","3.873868879883368","9.04686575400282"
"456","4","1","105","deterministic","14859","138","5.8779753461407225","9.057297339302545"
"455","4","1","105","deterministic","19303","105","7.574402474278834","9.261251396495378"
"457","4","1","110","deterministic","23325","2383","2.1267525170157384","9.327733150222926"
"458","4","1","110","deterministic","23015","1071","1.756132494707451","9.287375678087235"
"459","4","1","110","deterministic","18367","1862","3.3346268790678515","9.813736513464436"
"460","4","1","110","deterministic","22856","1734","2.8607020232562093","10.080062409803746"
"461","4","1","115","deterministic","18157","1071","2.993774945393511","9.908970387144471"
"462","4","1","115","deterministic","21736","123","8.388128358148727","9.10485425202306"
"464","4","1","115","deterministic","18620","104","3.9840954404547038","8.939069821803729"
"463","4","1","115","deterministic","18520","103","3.6962352627241017","9.992165584476785"
"467","4","1","120","deterministic","16209","118","4.410339626203076","9.23772018568781"
"466","4","1","120","deterministic","17881","1734","2.995235744585237","10.004169481964338"
"465","4","1","120","deterministic","19436","123","4.5849848809608","8.876154812377528"
"468","4","1","120","deterministic","19507","125","8.631725828065859","9.606318924012793"
"469","4","1","125","deterministic","15367","2126","3.5376783981363644","9.86033180414989"
"471","4","1","125","deterministic","16169","114","4.399522419627749","10.03710985627723"
"470","4","1","125","deterministic","18248","1734","3.0660005495641585","10.253323806040056"
"472","4","1","125","deterministic","16777","2624","4.664291173402773","9.822677210856359"
"473","4","1","130","deterministic","16329","119","4.454712351252224","10.763091690546071"
"475","4","1","130","deterministic","15933","102","5.880263317900853","9.74329285563427"
"476","4","1","130","deterministic","14898","2116","1.605324557014118","10.459712383100108"
"474","4","1","130","deterministic","19226","1569","4.6998935859203925","10.209793295312425"
"477","4","1","135","deterministic","13200","102","3.7989287159744016","11.84208614804362"
"478","4","1","135","deterministic","12883","114","3.5855640318110424","9.996993617018626"
"479","4","1","135","deterministic","13710","132","3.997546870741413","9.635803399062356"
"480","4","1","135","deterministic","15824","1569","4.4831799358735935","10.624243467319959"
"482","4","1","140","deterministic","13917","107","6.161544375319092","11.295976979635109"
"481","4","1","140","deterministic","16986","1569","3.066596360045878","10.20981560625523"
"485","4","1","145","deterministic","15604","101","2.707532294564455","11.66682968308366"
"483","4","1","140","deterministic","17941","2378","3.6226797145806913","10.685607582874997"
"484","4","1","140","deterministic","21399","104","3.468448291595431","9.856595637401126"
"486","4","1","145","deterministic","14332","2021","3.401936594635586","9.92200309336738"
"489","4","1","150","deterministic","13836","2914","4.248942688847784","11.061446589821102"
"487","4","1","145","deterministic","16483","140","4.1341679998568495","10.660979471914448"
"491","4","1","150","deterministic","13759","103","2.4366662166367217","10.066062441148645"
"488","4","1","145","deterministic","16548","1718","3.456968115425429","10.392630623839976"
"492","4","1","150","deterministic","13025","1766","3.111942168805271","10.941721861081303"
"494","4","1","155","deterministic","12621","1863","4.121247421646952","10.871897081882656"
"490","4","1","150","deterministic","19909","1095","3.065128877383259","11.3067071020499"
"493","4","1","155","deterministic","14602","1722","2.89013243429703","11.174981811863125"
"495","4","1","155","deterministic","14804","115","3.1504769967305215","10.563774702010331"
"496","4","1","155","deterministic","15152","102","8.945808412508846","12.216635388232305"
"497","4","1","160","deterministic","14281","1778","3.0536152926843485","11.348386314522712"
"500","4","1","160","deterministic","12843","106","2.811465611312112","11.757043286584342"
"499","4","1","160","deterministic","12660","117","5.962849648545154","11.212380955999034"
"498","4","1","160","deterministic","16899","1718","2.2791340807751297","11.505224880520394"
"501","4","1","165","deterministic","14283","2692","3.6723035501102146","11.594754645135064"
"502","4","1","165","deterministic","14117","104","7.020117334133891","10.45240861032715"
"503","4","1","165","deterministic","13356","122","3.8809212743857557","11.50326346010657"
"505","4","1","170","deterministic","12437","1778","2.2340132352564908","11.500235449630893"
"504","4","1","165","deterministic","16318","101","6.533679850096522","10.827566907286592"
"506","4","1","170","deterministic","13245","1766","4.323281835159278","11.51218529492308"
"507","4","1","170","deterministic","15244","1071","3.717014762034495","12.13313874127401"
"508","4","1","170","deterministic","14428","1718","3.5663574193010525","11.624910621979994"
"509","4","1","175","deterministic","15410","2550","4.807179650585525","10.646467090197138"
"510","4","1","175","deterministic","13912","106","2.9291182433738125","10.585883445290241"
"512","4","1","175","deterministic","16016","2380","3.944821310934252","12.002162617253342"
"511","4","1","175","deterministic","16715","104","4.528322173390041","11.249167464560287"
"513","4","1","180","deterministic","13986","1778","4.012134618346781","12.00565998224008"
"514","4","1","180","deterministic","13109","107","2.4237153994743856","12.383446584398012"
"515","4","1","180","deterministic","12832","101","4.3208703875006815","12.106549271410884"
"516","4","1","180","deterministic","13162","2027","3.1122711202987183","11.945725524155664"
"517","4","1","185","deterministic","12370","103","4.910232193370046","11.116250443048978"
"518","4","1","185","deterministic","13679","102","4.215558663707849","11.482801275250754"
"519","4","1","185","deterministic","13691","1778","2.401388988003612","12.638383972048542"
"521","4","1","190","deterministic","13371","102","3.8952178885471405","11.940194339121787"
"520","4","1","185","deterministic","15186","102","4.521986989375197","12.011954609146736"
"522","4","1","190","deterministic","12778","1070","3.0446716496368857","13.258169402547619"
"523","4","1","190","deterministic","14636","125","3.666987841915679","12.833995648891607"
"526","4","1","195","deterministic","10862","117","5.041500449985982","10.983438318128846"
"524","4","1","190","deterministic","15371","102","4.344481044943482","10.773017196688425"
"527","4","1","195","deterministic","11485","106","4.415668452817959","12.913463766721575"
"525","4","1","195","deterministic","14044","2387","2.192588380322565","12.16280777210826"
"528","4","1","195","deterministic","13648","111","1.9730316007892146","11.984032332266903"
"530","4","1","200","deterministic","12741","128","3.4930210158372024","11.92587138729831"
"529","4","1","200","deterministic","13524","2018","1.7202410153895507","12.127774348337729"
"531","4","1","200","deterministic","12341","2033","2.24289002581256","13.073795247662238"
"533","4","1","205","deterministic","12002","106","3.631199378332317","11.210716438553549"
"532","4","1","200","deterministic","16476","105","2.2411284120275248","12.599053273204314"
"535","4","1","205","deterministic","12160","101","5.334101116025044","14.471837091763122"
"534","4","1","205","deterministic","12102","105","2.647018656174904","13.167588518658821"
"536","4","1","205","deterministic","12267","1071","3.3516065406406312","13.32228362469761"
"537","4","1","210","deterministic","12724","1861","2.602310029885423","12.42984357279981"
"539","4","1","210","deterministic","13064","101","5.623784994619172","12.705171017703911"
"538","4","1","210","deterministic","16034","1735","2.4485906642275452","13.416139034348143"
"541","4","1","215","deterministic","12020","105","2.3633478386644367","14.210068248437418"
"542","4","1","215","deterministic","13516","105","2.52974965678931","14.965902594761486"
"540","4","1","210","deterministic","16370","101","1.942188355716624","12.375042653396177"
"543","4","1","215","deterministic","13714","101","1.7801409386842213","13.304230323153154"
"545","4","1","220","deterministic","13042","1734","2.8295343831790305","13.021142929947016"
"544","4","1","215","deterministic","14470","105","4.161359854020615","12.558980826931698"
"547","4","1","220","deterministic","12174","138","3.281266397261657","12.654354331148344"
"546","4","1","220","deterministic","13922","106","4.280348926525948","11.913794260781206"
"548","4","1","220","deterministic","13679","102","1.775726502093672","11.864776054737996"
"549","4","1","225","deterministic","14397","1717","2.5618973189580956","13.435876275748246"
"552","4","1","225","deterministic","10629","109","2.3631084351161835","11.437369765373576"
"550","4","1","225","deterministic","12181","101","3.6962159832752395","12.855358680203272"
"551","4","1","225","deterministic","11886","111","4.069531486007186","12.243953042402547"
"554","4","1","230","deterministic","10574","107","3.88648456398505","12.100686838172075"
"553","4","1","230","deterministic","12489","1068","1.9900921149834048","14.252958830439091"
"555","4","1","230","deterministic","12421","1766","3.6407236135629617","13.669898615227844"
"557","4","1","235","deterministic","11406","106","5.322020905619002","12.700890285415218"
"558","4","1","235","deterministic","11317","101","2.0051022818570665","12.613980967918003"
"560","4","1","235","deterministic","11611","1766","2.0133145318450545","13.779401797124398"
"559","4","1","235","deterministic","13258","102","5.21435571003418","13.648502569072589"
"556","4","1","230","deterministic","16527","130","2.668740736190996","14.067428511284119"
"562","4","1","240","deterministic","11717","102","3.227432384640757","12.303771046776642"
"561","4","1","240","deterministic","12776","1717","2.984373322854431","13.991608873161637"
"563","4","1","240","deterministic","11345","117","4.182589024190587","15.361535299298966"
"564","4","1","240","deterministic","13728","119","2.112082445269859","15.044673759933254"
"566","4","1","245","deterministic","11859","1734","2.7223147037825157","13.623008332702168"
"565","4","1","245","deterministic","12456","109","4.100138431054917","14.525694541685791"
"567","4","1","245","deterministic","11430","103","3.4419012806771807","14.839181506341527"
"568","4","1","245","deterministic","11523","106","3.5941527320720574","15.28845305566293"
"569","4","1","250","deterministic","12113","1863","2.647209468392944","14.631693444027974"
"572","4","1","250","deterministic","10632","101","1.7247355399247049","16.868415512026985"
"573","4","1","255","deterministic","10859","101","1.3394665315456695","14.883633682549135"
"571","4","1","250","deterministic","11626","114","2.0203209197103824","15.27459360256387"
"574","4","1","255","deterministic","11676","114","5.4358127853028755","13.209616923749126"
"575","4","1","255","deterministic","12821","109","6.459413199397822","12.772312209330206"
"570","4","1","250","deterministic","15007","113","1.9627530131901807","15.36622404183906"
"576","4","1","255","deterministic","13633","103","1.2049106947642638","13.935384590123054"
"578","4","1","260","deterministic","12278","101","3.720950707814728","14.075340873626844"
"577","4","1","260","deterministic","12769","1840","4.553735955066799","13.837644943732213"
"579","4","1","260","deterministic","10529","101","1.5063445942836093","16.118842474982056"
"580","4","1","260","deterministic","12266","104","4.97729840660994","13.344934887516503"
"581","4","1","265","deterministic","12587","101","4.8490735008694195","13.257022071377973"
"583","4","1","265","deterministic","11434","122","2.4461640780729503","12.39413834629555"
"584","4","1","265","deterministic","12028","1778","2.5597504729859466","13.359610616059024"
"585","4","1","270","deterministic","10194","101","1.3878730421402405","14.080648113134176"
"582","4","1","265","deterministic","12055","101","2.1183333686425367","16.424661893358962"
"586","4","1","270","deterministic","12124","117","4.293156488250421","14.358768495955621"
"587","4","1","270","deterministic","11808","1684","4.751304736503791","14.695612721001588"
"591","4","1","275","deterministic","10389","1718","2.0037231588582216","14.20066276645721"
"589","4","1","275","deterministic","10709","103","1.38410236758547","16.271669407312412"
"588","4","1","270","deterministic","13619","107","1.7116683506916939","13.236556912381836"
"590","4","1","275","deterministic","11727","140","2.191396138191191","14.476443523348795"
"592","4","1","275","deterministic","11332","1095","1.978942904724903","13.727069546522273"
"594","4","1","280","deterministic","9816","119","4.225909300755701","14.848449476025856"
"596","4","1","280","deterministic","10635","134","2.541627900233955","16.717229463834"
"595","4","1","280","deterministic","11263","117","2.299592031888306","13.695800536044787"
"593","4","1","280","deterministic","12994","132","2.6017447597900976","14.480123600277594"
"597","4","1","285","deterministic","11688","101","4.075232965650343","15.615640417249711"
"598","4","1","285","deterministic","11503","114","2.4122065622523454","14.627169844897997"
"599","4","1","285","deterministic","10531","101","4.396216356075172","15.351713955877441"
"600","4","1","285","deterministic","9651","123","2.62980910892294","15.460901674399905"
"601","4","1","290","deterministic","11077","101","4.492524931995051","16.517290993872997"
"603","4","1","290","deterministic","10512","108","5.714113158895557","15.713632719593607"
"602","4","1","290","deterministic","10881","1734","2.4232648315215357","14.692000049230224"
"605","4","1","295","deterministic","10959","115","4.715353158778356","16.16181586396084"
"604","4","1","290","deterministic","12790","118","1.6905836817702031","13.428303843898242"
"606","4","1","295","deterministic","11531","106","1.3973050993866547","14.970286032735409"
"607","4","1","295","deterministic","11440","123","2.073420220354244","18.38803890227047"
"609","4","1","300","deterministic","9291","111","1.7891707212028773","16.156447753576238"
"608","4","1","295","deterministic","11830","108","3.0256825285322115","15.307117037282467"
"610","4","1","300","deterministic","11693","103","4.0711392123872923","13.057348912890284"
"611","4","1","300","deterministic","11479","110","1.8157415773637377","14.614015324683972"
"612","4","1","300","deterministic","10753","101","2.7295217353662366","14.202912423942349"
